text,word,language,pair_type,domain,author,meaning
"In considering soul, Chrysippus argues that νοῦς is fundamental to understanding reality.",νοῦς,greek,control,philosophy,Chrysippus,mind vs death
The nature of νοῦς plays a central role in Parmenides's theory of truth.,νοῦς,greek,control,philosophy,Parmenides,mind vs death
"In considering soul, Pythagoras argues that νοῦς is fundamental to understanding reality.",νοῦς,greek,control,philosophy,Pythagoras,mind vs death
The relationship between νοῦς and wisdom is explored in Plotinus's work.,νοῦς,greek,control,philosophy,Plotinus,mind vs death
"In considering wisdom, Pythagoras argues that νοῦς is fundamental to understanding reality.",νοῦς,greek,control,philosophy,Pythagoras,mind vs death
Zeno defines νοῦς as the principle underlying justice.,νοῦς,greek,control,philosophy,Zeno,mind vs death
The relationship between νοῦς and reality is explored in Plato's work.,νοῦς,greek,control,philosophy,Plato,mind vs death
The nature of νοῦς plays a central role in Pythagoras's theory of mind.,νοῦς,greek,control,philosophy,Pythagoras,mind vs death
The nature of νοῦς plays a central role in Zeno's theory of knowledge.,νοῦς,greek,control,philosophy,Zeno,mind vs death
The relationship between νοῦς and justice is explored in Heraclitus's work.,νοῦς,greek,control,philosophy,Heraclitus,mind vs death
"When discussing being, Aristotle emphasizes how νοῦς relates to human knowledge.",νοῦς,greek,control,philosophy,Aristotle,mind vs death
Plotinus defines νοῦς as the principle underlying knowledge.,νοῦς,greek,control,philosophy,Plotinus,mind vs death
The relationship between νοῦς and virtue is explored in Plotinus's work.,νοῦς,greek,control,philosophy,Plotinus,mind vs death
Democritus defines νοῦς as the principle underlying nature.,νοῦς,greek,control,philosophy,Democritus,mind vs death
"When discussing truth, Heraclitus emphasizes how νοῦς relates to human knowledge.",νοῦς,greek,control,philosophy,Heraclitus,mind vs death
Democritus defines νοῦς as the principle underlying nature.,νοῦς,greek,control,philosophy,Democritus,mind vs death
The nature of νοῦς plays a central role in Pythagoras's theory of justice.,νοῦς,greek,control,philosophy,Pythagoras,mind vs death
"When discussing reality, Aristotle emphasizes how νοῦς relates to human knowledge.",νοῦς,greek,control,philosophy,Aristotle,mind vs death
"In considering nature, Epicurus argues that νοῦς is fundamental to understanding reality.",νοῦς,greek,control,philosophy,Epicurus,mind vs death
"In considering virtue, Plotinus argues that νοῦς is fundamental to understanding reality.",νοῦς,greek,control,philosophy,Plotinus,mind vs death
The nature of νοῦς plays a central role in Epicurus's theory of mind.,νοῦς,greek,control,philosophy,Epicurus,mind vs death
"In considering nature, Parmenides argues that νοῦς is fundamental to understanding reality.",νοῦς,greek,control,philosophy,Parmenides,mind vs death
The relationship between νοῦς and reality is explored in Democritus's work.,νοῦς,greek,control,philosophy,Democritus,mind vs death
Chrysippus defines νοῦς as the principle underlying virtue.,νοῦς,greek,control,philosophy,Chrysippus,mind vs death
"In considering virtue, Epicurus argues that νοῦς is fundamental to understanding reality.",νοῦς,greek,control,philosophy,Epicurus,mind vs death
The relationship between νοῦς and reality is explored in Plato's work.,νοῦς,greek,control,philosophy,Plato,mind vs death
Aristotle defines νοῦς as the principle underlying wisdom.,νοῦς,greek,control,philosophy,Aristotle,mind vs death
Aristotle defines νοῦς as the principle underlying reality.,νοῦς,greek,control,philosophy,Aristotle,mind vs death
Heraclitus defines νοῦς as the principle underlying nature.,νοῦς,greek,control,philosophy,Heraclitus,mind vs death
The nature of νοῦς plays a central role in Zeno's theory of mind.,νοῦς,greek,control,philosophy,Zeno,mind vs death
"When discussing being, Plotinus emphasizes how νοῦς relates to human knowledge.",νοῦς,greek,control,philosophy,Plotinus,mind vs death
The nature of νοῦς plays a central role in Plato's theory of reality.,νοῦς,greek,control,philosophy,Plato,mind vs death
"When discussing wisdom, Boethius emphasizes how mors relates to human knowledge.",mors,latin,control,philosophy,Boethius,mind vs death
Boethius defines mors as the principle underlying truth.,mors,latin,control,philosophy,Boethius,mind vs death
The relationship between mors and virtue is explored in Lactantius's work.,mors,latin,control,philosophy,Lactantius,mind vs death
The nature of mors plays a central role in Marcus Aurelius's theory of nature.,mors,latin,control,philosophy,Marcus Aurelius,mind vs death
The nature of mors plays a central role in Boethius's theory of reality.,mors,latin,control,philosophy,Boethius,mind vs death
Seneca defines mors as the principle underlying truth.,mors,latin,control,philosophy,Seneca,mind vs death
"When discussing being, Augustine emphasizes how mors relates to human knowledge.",mors,latin,control,philosophy,Augustine,mind vs death
"In considering virtue, Cicero argues that mors is fundamental to understanding reality.",mors,latin,control,philosophy,Cicero,mind vs death
"When discussing knowledge, Lucretius emphasizes how mors relates to human knowledge.",mors,latin,control,philosophy,Lucretius,mind vs death
"In considering knowledge, Quintilian argues that mors is fundamental to understanding reality.",mors,latin,control,philosophy,Quintilian,mind vs death
The relationship between mors and being is explored in Marcus Aurelius's work.,mors,latin,control,philosophy,Marcus Aurelius,mind vs death
"In considering soul, Augustine argues that mors is fundamental to understanding reality.",mors,latin,control,philosophy,Augustine,mind vs death
"When discussing truth, Boethius emphasizes how mors relates to human knowledge.",mors,latin,control,philosophy,Boethius,mind vs death
Seneca defines mors as the principle underlying mind.,mors,latin,control,philosophy,Seneca,mind vs death
The relationship between mors and mind is explored in Varro's work.,mors,latin,control,philosophy,Varro,mind vs death
"In considering mind, Cicero argues that mors is fundamental to understanding reality.",mors,latin,control,philosophy,Cicero,mind vs death
Augustine defines mors as the principle underlying nature.,mors,latin,control,philosophy,Augustine,mind vs death
The relationship between mors and truth is explored in Lucretius's work.,mors,latin,control,philosophy,Lucretius,mind vs death
The relationship between mors and knowledge is explored in Seneca's work.,mors,latin,control,philosophy,Seneca,mind vs death
"When discussing nature, Seneca emphasizes how mors relates to human knowledge.",mors,latin,control,philosophy,Seneca,mind vs death
The relationship between mors and nature is explored in Macrobius's work.,mors,latin,control,philosophy,Macrobius,mind vs death
The nature of mors plays a central role in Seneca's theory of virtue.,mors,latin,control,philosophy,Seneca,mind vs death
The relationship between mors and nature is explored in Macrobius's work.,mors,latin,control,philosophy,Macrobius,mind vs death
The nature of mors plays a central role in Boethius's theory of reality.,mors,latin,control,philosophy,Boethius,mind vs death
"When discussing reality, Boethius emphasizes how mors relates to human knowledge.",mors,latin,control,philosophy,Boethius,mind vs death
The nature of mors plays a central role in Quintilian's theory of virtue.,mors,latin,control,philosophy,Quintilian,mind vs death
"In considering virtue, Marcus Aurelius argues that mors is fundamental to understanding reality.",mors,latin,control,philosophy,Marcus Aurelius,mind vs death
"In considering being, Macrobius argues that mors is fundamental to understanding reality.",mors,latin,control,philosophy,Macrobius,mind vs death
Varro defines mors as the principle underlying justice.,mors,latin,control,philosophy,Varro,mind vs death
"In considering nature, Marcus Aurelius argues that mors is fundamental to understanding reality.",mors,latin,control,philosophy,Marcus Aurelius,mind vs death
The relationship between mors and nature is explored in Cicero's work.,mors,latin,control,philosophy,Cicero,mind vs death
The relationship between mors and truth is explored in Varro's work.,mors,latin,control,philosophy,Varro,mind vs death
Lucretius defines mors as the principle underlying soul.,mors,latin,control,philosophy,Lucretius,mind vs death
"In considering knowledge, Marcus Aurelius argues that mors is fundamental to understanding reality.",mors,latin,control,philosophy,Marcus Aurelius,mind vs death
The nature of mors plays a central role in Lactantius's theory of justice.,mors,latin,control,philosophy,Lactantius,mind vs death
"When discussing being, Lactantius emphasizes how mors relates to human knowledge.",mors,latin,control,philosophy,Lactantius,mind vs death
"In considering mind, Cicero argues that mors is fundamental to understanding reality.",mors,latin,control,philosophy,Cicero,mind vs death
Boethius defines mors as the principle underlying reality.,mors,latin,control,philosophy,Boethius,mind vs death
The nature of mors plays a central role in Cicero's theory of nature.,mors,latin,control,philosophy,Cicero,mind vs death
Varro defines mors as the principle underlying reality.,mors,latin,control,philosophy,Varro,mind vs death
"In considering soul, Macrobius argues that mors is fundamental to understanding reality.",mors,latin,control,philosophy,Macrobius,mind vs death
The relationship between mors and truth is explored in Marcus Aurelius's work.,mors,latin,control,philosophy,Marcus Aurelius,mind vs death
"When discussing wisdom, Macrobius emphasizes how mors relates to human knowledge.",mors,latin,control,philosophy,Macrobius,mind vs death
The relationship between mors and soul is explored in Macrobius's work.,mors,latin,control,philosophy,Macrobius,mind vs death
The relationship between mors and reality is explored in Quintilian's work.,mors,latin,control,philosophy,Quintilian,mind vs death
Lucretius defines mors as the principle underlying wisdom.,mors,latin,control,philosophy,Lucretius,mind vs death
"In considering knowledge, Varro argues that mors is fundamental to understanding reality.",mors,latin,control,philosophy,Varro,mind vs death
